run/duplomap-prepare -i genome/segm_dup/hg38.csv -r genome/hg38.fa -a genome/hg38.annotation.gff3 -o db/upload/hg38
	Component 1-CNTNAP3B
===================
    Duplicated regions: 552
        Sum length: 49,224,384
    chr1:149053604-149064295  (10,692)        chr1:149544536-149556784  (12,249)           -      frac_match: 0.979
    chr1:149055778-149075944  (20,167)        chr1:149475818-149497646  (21,829)           -      frac_match: 0.974
    chr1:149055778-149064295  (8,518)         chr1:149535048-149545159  (10,112)           -      frac_match: 0.972
    chr1:149055778-149064295  (8,518)         chr1:149516058-149526191  (10,134)           -      frac_match: 0.974
    chr1:149055778-149064295  (8,518)         chr1:149497025-149507168  (10,144)           -      frac_match: 0.974
    chr1:149055778-149064295  (8,518)         chr1:149525568-149535675  (10,108)           -      frac_match: 0.975
    chr1:149058695-149082738  (24,044)        chr1_KI270711v1_random:5968-30053  (24,086)           +      frac_match: 0.972
    chr1:149129969-149162706  (32,738)        chr2:5624613-5657316  (32,704)           -      frac_match: 0.980
    chr1:149170311-149194881  (24,571)        chr1:149601613-149626176  (24,564)           +      frac_match: 0.993
    chr1:149475818-149492638  (16,821)        chr1_KI270711v1_random:6513-23222  (16,710)           -      frac_match: 0.970
    chr1:149487934-149521224  (33,291)        chr1:149521240-149554401  (33,162)           +      frac_match: 0.994
    chr1:149817486-149843518  (26,033)        chr1:149850294-149876379  (26,086)           -      frac_match: 0.999
    chr1:202405754-202432108  (26,355)        chrY:26332460-26365424  (32,965)           -      frac_match: 0.974
    chr1:202445695-202561295  (115,601)       chrY:26211450-26332449  (121,000)          -      frac_match: 0.971
    chr1:202468013-202561295  (93,283)        chrY:23359299-23459162  (99,864)           +      frac_match: 0.971
    chr1:206327696-206333516  (5,821)         chr10:44482708-44488523  (5,816)            +      frac_match: 0.983
    chr1:222468107-222486809  (18,703)        chr4:118620772-118638785  (18,014)           -      frac_match: 0.976
    chr1:222469313-222520800  (51,488)        chr4:119403072-119451214  (48,143)           +      frac_match: 0.978
    chr1:222473284-222479082  (5,799)         chr1:227965599-227971477  (5,879)            -      frac_match: 0.980
    chr1:222473290-222520800  (47,511)        chr7:45772496-45811369  (38,874)           -      frac_match: 0.971
    chr1:222473648-222520800  (47,153)        chr1:243053667-243098363  (44,697)           +      frac_match: 0.974
    chr1:222475771-222520350  (44,580)        chr7:128617250-128652556  (35,307)           -      frac_match: 0.974
    chr1:222476244-222520800  (44,557)        chr10:38406561-38448721  (42,161)           -      frac_match: 0.983
    chr1:222476685-222520681  (43,997)        chr9:138242671-138278213  (35,543)           -      frac_match: 0.982
    chr1:222476751-222520800  (44,050)        chr1:223951889-223989224  (37,336)           +      frac_match: 0.983
    chr1:222476921-222520800  (43,880)        chr3:198179752-198215293  (35,542)           -      frac_match: 0.983
    chr1:222476921-222520800  (43,880)        chr16:90127619-90162978  (35,360)           -      frac_match: 0.982
    chr1:222476921-222520800  (43,880)        chr17:72331-107868  (35,538)           +      frac_match: 0.982
    chr1:222476921-222520800  (43,880)        chr19:204844-240311  (35,468)           +      frac_match: 0.982
    chr1:222476921-222497956  (21,036)        chrUn_KI270745v1:1-12756  (12,756)           -      frac_match: 0.979
    chr1:222476921-222517053  (40,133)        chr5:181288661-181320878  (32,218)           -      frac_match: 0.982
    chr1:222476921-222520681  (43,761)        chr11:134564-170001  (35,438)           +      frac_match: 0.982
    chr1:222515238-222520800  (5,563)         chr4:118594841-118600398  (5,558)            -      frac_match: 0.983
    chr1:223888835-223900984  (12,150)        chr5:181421989-181434206  (12,218)           -      frac_match: 0.981
    chr1:223888835-223900984  (12,150)        chr6:170697553-170709802  (12,250)           -      frac_match: 0.980
    chr1:223888835-223900984  (12,150)        chr8:98418-110639  (12,222)           +      frac_match: 0.979
    chr1:223888835-223900984  (12,150)        chrUn_KI270748v1:46765-59013  (12,249)           -      frac_match: 0.980
    chr1:223888835-223951831  (62,997)        chr1:242991702-243054030  (62,329)           +      frac_match: 0.986
    chr1:223888835-223914454  (25,620)        chr4:118418033-118443630  (25,598)           -      frac_match: 0.984
    chr1:223888836-223951831  (62,996)        chrY:24276898-24345448  (68,551)           -      frac_match: 0.975
    chr1:223888836-223951831  (62,996)        chrY:25324702-25393250  (68,549)           +      frac_match: 0.975
    chr1:223902242-223920817  (18,576)        chr5:181403597-181422201  (18,605)           -      frac_match: 0.984
    chr1:223902242-223920817  (18,576)        chr6:170679163-170697761  (18,599)           -      frac_match: 0.983
    chr1:223902242-223920817  (18,576)        chr8:110432-129009  (18,578)           +      frac_match: 0.984
    chr1:223902242-223920817  (18,576)        chrUn_KI270748v1:28385-46985  (18,601)           -      frac_match: 0.984
    chr1:223908297-223951831  (43,535)        chr16:90171570-90214534  (42,965)           -      frac_match: 0.984
    chr1:223908297-223947850  (39,554)        chr2:242119886-242159201  (39,316)           -      frac_match: 0.988
    chr1:223914458-223951831  (37,374)        chr4:118634530-118671407  (36,878)           -      frac_match: 0.984
    chr1:223919465-223951831  (32,367)        chr10:38451584-38483413  (31,830)           -      frac_match: 0.980
    chr1:223922080-223942690  (20,611)        chr4:164259596-164279667  (20,072)           +      frac_match: 0.971
    chr1:223924356-223951913  (27,558)        chr20:64288664-64315714  (27,051)           -      frac_match: 0.987
    chr1:223926585-223951831  (25,247)        chr5:181327598-181352359  (24,762)           -      frac_match: 0.986
    chr1:223926585-223951831  (25,247)        chr9:138280112-138304683  (24,572)           -      frac_match: 0.985
    chr1:223926585-223951831  (25,247)        chr11:102821-127584  (24,764)           +      frac_match: 0.985
    chr1:223926585-223951831  (25,247)        chr19:172444-197502  (25,059)           +      frac_match: 0.985
    chr1:223926585-223946136  (19,552)        chr8:181955-200991  (19,037)           +      frac_match: 0.988
    chr1:223926585-223939028  (12,444)        chr6:170612705-170624677  (11,973)           -      frac_match: 0.990
    chr1:223926585-223951913  (25,329)        chr6:121770-146605  (24,836)           +      frac_match: 0.986
    chr1:223938319-223951831  (13,513)        chr3:198222042-198235559  (13,518)           -      frac_match: 0.982
    chr1:223939815-223951831  (12,017)        chr1:227973905-227985942  (12,038)           -      frac_match: 0.983
    chr1:223946484-223951831  (5,348)         chrUn_KI270745v1:24272-29639  (5,368)            -      frac_match: 0.974
    chr1:223951479-223988772  (37,294)        chr7:128617250-128652890  (35,641)           -      frac_match: 0.973
    chr1:223951479-223992675  (41,197)        chr1:243055570-243101817  (46,248)           +      frac_match: 0.983
    chr1:223951889-224007009  (55,121)        chr4:119409736-119465192  (55,457)           +      frac_match: 0.978
    chr1:223951889-223991128  (39,240)        chr9:138240722-138278147  (37,426)           -      frac_match: 0.986
    chr1:223951889-223982549  (30,661)        chr4:118600193-118630842  (30,650)           -      frac_match: 0.980
    chr1:223951889-224006765  (54,877)        chr10:38388865-38448217  (59,353)           -      frac_match: 0.981
    chr1:223951890-224007009  (55,120)        chr7:45754702-45807891  (53,190)           -      frac_match: 0.972
    chr1:223952059-223991128  (39,070)        chr3:198177843-198215293  (37,451)           -      frac_match: 0.986
    chr1:223952059-223991128  (39,070)        chr11:134564-171964  (37,401)           +      frac_match: 0.986
    chr1:223952059-223991128  (39,070)        chr16:90125722-90162978  (37,257)           -      frac_match: 0.985
    chr1:223952059-223991128  (39,070)        chr17:72331-109774  (37,444)           +      frac_match: 0.986
    chr1:223952059-223991128  (39,070)        chr19:204844-242218  (37,375)           +      frac_match: 0.985
    chr1:223952059-223970477  (18,419)        chrUn_KI270745v1:1-12756  (12,756)           -      frac_match: 0.984
    chr1:223952059-223987248  (35,190)        chr5:181291066-181320878  (29,813)           -      frac_match: 0.986
    chr1:223987267-223992675  (5,409)         chr4:118591686-118596805  (5,120)            -      frac_match: 0.980
    chr1:224016571-224041107  (24,537)        chr8:425297-449949  (24,653)           -      frac_match: 0.977
    chr1:224029889-224041107  (11,219)        chr2:242108501-242119869  (11,369)           -      frac_match: 0.987
    chr1:227965599-227971477  (5,879)         chr4:119406207-119412065  (5,859)            -      frac_match: 0.973
    chr1:227965599-227971481  (5,883)         chr4:118628512-118634381  (5,870)            +      frac_match: 0.972
    chr1:227970769-227985942  (15,174)        chr1:243042014-243055910  (13,897)           -      frac_match: 0.977
    chr1:227970769-227985942  (15,174)        chr5:181325413-181339600  (14,188)           +      frac_match: 0.974
    chr1:227972269-227985942  (13,674)        chr3:198219024-198234056  (15,033)           +      frac_match: 0.975
    chr1:227972269-227985942  (13,674)        chr9:138278294-138292110  (13,817)           +      frac_match: 0.975
    chr1:227972955-227985942  (12,988)        chr10:38450634-38463564  (12,931)           +      frac_match: 0.978
    chr1:227972955-227985942  (12,988)        chr16:90170634-90183596  (12,963)           +      frac_match: 0.977
    chr1:227972955-227985942  (12,988)        chr19:185492-198438  (12,947)           -      frac_match: 0.977
    chr1:227973411-227985942  (12,532)        chr4:118634038-118646535  (12,498)           +      frac_match: 0.983
    chr1:227973905-227985942  (12,038)        chr20:64288746-64300773  (12,028)           +      frac_match: 0.981
    chr1:227973905-227985942  (12,038)        chr6:134498-146523  (12,026)           -      frac_match: 0.981
    chr1:227977912-227985942  (8,031)         chr2:242119886-242128243  (8,358)            +      frac_match: 0.985
    chr1:227979621-227985942  (6,322)         chr8:194680-200991  (6,312)            -      frac_match: 0.986
    chr1:242801336-242821843  (20,508)        chrY:11757892-11778366  (20,475)           +      frac_match: 0.973
    chr1:242879127-242956979  (77,853)        chrY:11778158-11856234  (78,077)           +      frac_match: 0.972
    chr1:242957003-243054855  (97,853)        chrY:24275994-24380436  (104,443)          -      frac_match: 0.974
    chr1:242957003-243054855  (97,853)        chrY:25289703-25394153  (104,451)          +      frac_match: 0.974
    chr1:242967961-243017216  (49,256)        chr4:118418033-118467375  (49,343)           -      frac_match: 0.983
    chr1:242989696-243003791  (14,096)        chr5:181421989-181436229  (14,241)           -      frac_match: 0.981
    chr1:242989696-243003791  (14,096)        chr6:170697553-170711825  (14,273)           -      frac_match: 0.981
    chr1:242989696-243003791  (14,096)        chr8:96396-110639  (14,244)           +      frac_match: 0.980
    chr1:242989696-243003791  (14,096)        chrUn_KI270748v1:46765-61036  (14,272)           -      frac_match: 0.982
    chr1:243005060-243023565  (18,506)        chr5:181403597-181422201  (18,605)           -      frac_match: 0.981
    chr1:243005060-243023565  (18,506)        chr6:170679163-170697761  (18,599)           -      frac_match: 0.980
    chr1:243005060-243023565  (18,506)        chr8:110432-129009  (18,578)           +      frac_match: 0.980
    chr1:243005060-243023565  (18,506)        chrUn_KI270748v1:28385-46985  (18,601)           -      frac_match: 0.980
    chr1:243011076-243054855  (43,780)        chr16:90170682-90214534  (43,853)           -      frac_match: 0.982
    chr1:243011076-243050030  (38,955)        chr2:242119886-242159201  (39,316)           -      frac_match: 0.985
    chr1:243017220-243087501  (70,282)        chr4:118600193-118671407  (71,215)           -      frac_match: 0.976
    chr1:243022213-243054855  (32,643)        chr10:38450682-38483413  (32,732)           -      frac_match: 0.980
    chr1:243024827-243044878  (20,052)        chr4:164259596-164279667  (20,072)           +      frac_match: 0.971
    chr1:243027102-243054030  (26,929)        chr20:64288746-64315714  (26,969)           -      frac_match: 0.986
    chr1:243029141-243060430  (31,290)        chr5:181320889-181352359  (31,471)           -      frac_match: 0.984
    chr1:243029141-243060430  (31,290)        chr11:102821-134553  (31,733)           +      frac_match: 0.983
    chr1:243029141-243054855  (25,715)        chr19:172444-198390  (25,947)           +      frac_match: 0.985
    chr1:243029141-243100283  (71,143)        chr9:138240722-138304683  (63,962)           -      frac_match: 0.984
    chr1:243029141-243048326  (19,186)        chr8:181955-201012  (19,058)           +      frac_match: 0.986
    chr1:243029141-243041216  (12,076)        chr6:170612707-170624677  (11,971)           -      frac_match: 0.989
    chr1:243029141-243054030  (24,890)        chr6:121770-146523  (24,754)           +      frac_match: 0.986
    chr1:243040509-243054855  (14,347)        chr3:198221155-198235559  (14,405)           -      frac_match: 0.982
    chr1:243048657-243054855  (6,199)         chrUn_KI270745v1:23384-29639  (6,256)            -      frac_match: 0.978
    chr1:243049657-243097913  (48,257)        chr7:128617250-128658911  (41,662)           -      frac_match: 0.975
    chr1:243051896-243060430  (8,535)         chr17:60001-68913  (8,913)            +      frac_match: 0.977
    chr1:243054797-243060430  (5,634)         chrUn_KI270745v1:16176-21795  (5,620)            -      frac_match: 0.977
    chr1:243054797-243060430  (5,634)         chr16:90162989-90168604  (5,616)            -      frac_match: 0.978
    chr1:243054797-243101832  (47,036)        chr10:38403101-38449327  (46,227)           -      frac_match: 0.981
    chr1:243057038-243100283  (43,246)        chr3:198177843-198215293  (37,451)           -      frac_match: 0.984
    chr1:243057038-243100283  (43,246)        chr11:134564-171964  (37,401)           +      frac_match: 0.983
    chr1:243057038-243100283  (43,246)        chr16:90125722-90162978  (37,257)           -      frac_match: 0.983
    chr1:243057038-243100283  (43,246)        chr17:72331-109774  (37,444)           +      frac_match: 0.982
    chr1:243057038-243100283  (43,246)        chr19:204844-242218  (37,375)           +      frac_match: 0.982
    chr1:243057038-243075471  (18,434)        chrUn_KI270745v1:1-12756  (12,756)           -      frac_match: 0.981
    chr1:243057038-243094608  (37,571)        chr5:181288661-181320878  (32,218)           -      frac_match: 0.983
    chr1:243078035-243101814  (23,780)        chr7:45769035-45792804  (23,770)           -      frac_match: 0.973
    chr1:243092805-243101824  (9,020)         chr4:118591679-118600398  (8,720)            -      frac_match: 0.982
    chr1:243101898-243212177  (110,280)       chr4:118467377-118578683  (111,307)          -      frac_match: 0.985
    chr1:248926287-248945231  (18,945)        chr19:58586713-58607456  (20,744)           +      frac_match: 0.976
    chr1:248926317-248945728  (19,412)        chr10:133765726-133787188  (21,463)           +      frac_match: 0.972
    chr1:248926317-248945596  (19,280)        chr4:190183208-190204553  (21,346)           +      frac_match: 0.971
    chr1:248926320-248937924  (11,605)        chr22:50786436-50799997  (13,562)           +      frac_match: 0.972
    chr1:248926320-248945274  (18,955)        chr2:113603478-113624473  (20,996)           -      frac_match: 0.976
    chr1:248928320-248945779  (17,460)        chr21:46680534-46699983  (19,450)           +      frac_match: 0.986
    chr1:248929951-248943064  (13,114)        chr17:83232505-83247136  (14,632)           +      frac_match: 0.983
    chr1:248937742-248946406  (8,665)         chr22:50800001-50808468  (8,468)            +      frac_match: 0.986
    chr2:73165545-73172530  (6,986)         chr2:87087903-87094927  (7,025)            -      frac_match: 0.992
    chr2:77667064-77674169  (7,106)         chr2:87111047-87118481  (7,435)            +      frac_match: 0.996
    chr2:77674171-77689855  (15,685)        chr2:87094932-87111045  (16,114)           +      frac_match: 0.993
    chr2:86708834-86743083  (34,250)        chr2:87053644-87087879  (34,236)           -      frac_match: 0.996
    chr2:86834206-86873841  (39,636)        chr2:106475164-106515037  (39,874)           -      frac_match: 0.987
    chr2:86869480-86913564  (44,085)        chr2:111837863-111882691  (44,829)           -      frac_match: 0.978
    chr2:86884370-86895740  (11,371)        chr2:106367505-106378886  (11,382)           +      frac_match: 0.984
    chr2:86896615-86903197  (6,583)         chr2:106468535-106475164  (6,630)            -      frac_match: 0.983
    chr2:86898045-86913564  (15,520)        chr2:87980129-87995626  (15,498)           -      frac_match: 0.989
    chr2:86904783-86913564  (8,782)         chr2:86914963-86923278  (8,316)            +      frac_match: 0.993
    chr2:86914963-86925439  (10,477)        chr2:111835686-111846920  (11,235)           -      frac_match: 0.973
    chr2:86914963-86942175  (27,213)        chr2:87961255-87988891  (27,637)           -      frac_match: 0.994
    chr2:86925280-86936297  (11,018)        chr2:112278331-112287893  (9,563)            +      frac_match: 0.975
    chr2:86938587-86991182  (52,596)        chr2:108715218-108771738  (56,521)           +      frac_match: 0.974
    chr2:86942014-87009774  (67,761)        chr2:110504759-110577291  (72,533)           -      frac_match: 0.981
    chr2:86942014-87009774  (67,761)        chr2:112359334-112433720  (74,387)           -      frac_match: 0.981
    chr2:86942014-87009774  (67,761)        chr2:109794199-109866748  (72,550)           +      frac_match: 0.981
    chr2:86942372-87011255  (68,884)        chr2:107829170-107903170  (74,001)           +      frac_match: 0.984
    chr2:86944980-87025289  (80,310)        chr2:106378660-106465634  (86,975)           -      frac_match: 0.985
    chr2:86945216-87053645  (108,430)       chr2:87715964-87824700  (108,737)          -      frac_match: 0.998
    chr2:86991180-87009774  (18,595)        chr2:108493301-108518546  (25,246)           +      frac_match: 0.975
    chr2:87030905-87053645  (22,741)        chr2:87140178-87162923  (22,746)           -      frac_match: 0.984
    chr2:87030905-87053645  (22,741)        chr2:111802533-111823261  (20,729)           +      frac_match: 0.990
    chr2:87123264-87162923  (39,660)        chr2:87699048-87739019  (39,972)           +      frac_match: 0.990
    chr2:87124725-87246317  (121,593)       chr2:111719717-111838985  (119,269)          -      frac_match: 0.990
    chr2:87246316-87333375  (87,060)        chr2:111525223-111615296  (90,074)           -      frac_match: 0.993
    chr2:87333380-87361764  (28,385)        chr2:90229647-90257918  (28,272)           +      frac_match: 0.988
    chr2:87333380-87340234  (6,855)         chr2:88977263-88984129  (6,867)            -      frac_match: 0.981
    chr2:87340236-87410821  (70,586)        chr1_KI270712v1_random:54770-114350  (59,581)           -      frac_match: 0.977
    chr2:87348634-87361750  (13,117)        chr2:91558881-91571708  (12,828)           -      frac_match: 0.994
    chr2:87364360-87394368  (30,009)        chr2:90256400-90286374  (29,975)           +      frac_match: 0.992
    chr2:87368682-87395266  (26,585)        chr22:22249759-22276703  (26,945)           -      frac_match: 0.973
    chr2:87700511-87739019  (38,509)        chr2:111802533-111838985  (36,453)           -      frac_match: 0.983
    chr2:87744649-87824700  (80,052)        chr2:106378660-106465399  (86,740)           +      frac_match: 0.985
    chr2:87758684-87824700  (66,017)        chr2:107830520-107903170  (72,651)           -      frac_match: 0.985
    chr2:87760166-87824700  (64,535)        chr2:112359334-112430483  (71,150)           +      frac_match: 0.982
    chr2:87760166-87778744  (18,579)        chr2:108493301-108518546  (25,246)           -      frac_match: 0.975
    chr2:87760166-87824677  (64,512)        chr2:109795624-109866748  (71,125)           -      frac_match: 0.982
    chr2:87760166-87824677  (64,512)        chr2:110504759-110575884  (71,126)           +      frac_match: 0.982
    chr2:87778742-87824700  (45,959)        chr2:108722235-108771738  (49,504)           -      frac_match: 0.974
    chr2:87826015-87961254  (135,240)       chrX:144077867-144212554  (134,688)          -      frac_match: 0.996
    chr2:87967134-87978121  (10,988)        chr2:112278331-112287893  (9,563)            -      frac_match: 0.977
    chr2:87977998-87995626  (17,629)        chr2:111835723-111853659  (17,937)           +      frac_match: 0.976
    chr2:87990477-87995626  (5,150)         chr2:106468535-106473721  (5,187)            +      frac_match: 0.979
    chr2:88977262-89010630  (33,369)        chr2:90209880-90236573  (26,694)           -      frac_match: 0.978
    chr2:89009950-89118365  (108,416)       chr2:90082268-90190711  (108,444)          -      frac_match: 0.989
    chr2:89118368-89330679  (212,312)       chr2:89851928-90063667  (211,740)          -      frac_match: 0.992
    chr2:89530680-89559496  (28,817)        chr1_KI270712v1_random:147204-176043  (28,840)           +      frac_match: 0.990
    chr2:89530680-89663939  (133,260)       chr2:91604988-91738052  (133,065)          +      frac_match: 0.994
    chr2:89613571-89663939  (50,369)        chr13:18308604-18357163  (48,560)           -      frac_match: 0.980
    chr2:89613571-89643087  (29,517)        chr21:10480215-10509543  (29,329)           -      frac_match: 0.976
    chr2:89650446-89655613  (5,168)         chrY:56861650-56866758  (5,109)            -      frac_match: 0.970
    chr2:89655451-89663882  (8,432)         chr22:21227850-21236467  (8,618)            -      frac_match: 0.977
    chr2:89655451-89663882  (8,432)         chr22_KI270734v1_random:19229-27873  (8,645)            -      frac_match: 0.977
    chr2:89655451-89663933  (8,483)         chr22_KI270731v1_random:58969-67635  (8,667)            +      frac_match: 0.977
    chr2:89655471-89663882  (8,412)         chr22:18793518-18801992  (8,475)            -      frac_match: 0.978
    chr2:89663941-89685992  (22,052)        chr22:16457141-16478964  (21,824)           -      frac_match: 0.971
    chr2:89676306-89685992  (9,687)         chr10:42244267-42253957  (9,691)            +      frac_match: 0.970
    chr2:90236571-90257290  (20,720)        chr1_KI270712v1_random:92936-114353  (21,418)           -      frac_match: 0.985
    chr2:90242662-90287272  (44,611)        chr22:22249759-22300520  (50,762)           -      frac_match: 0.971
    chr2:90244979-90274981  (30,003)        chr2:91541725-91571708  (29,984)           -      frac_match: 0.991
    chr2:90257552-90298535  (40,984)        chr1_KI270712v1_random:54755-90559  (35,805)           -      frac_match: 0.972
    chr2:90290277-90324446  (34,170)        chr2:91478569-91512533  (33,965)           -      frac_match: 0.985
    chr2:90300124-90347821  (47,698)        chr1_KI270712v1_random:7208-54709  (47,502)           -      frac_match: 0.975
    chr2:90314848-90323153  (8,306)         chr22:16903701-16912063  (8,363)            +      frac_match: 0.974
    chr2:90314848-90323168  (8,321)         chr2:91810445-91818766  (8,322)            -      frac_match: 0.979
    chr2:90314848-90323168  (8,321)         chr2:92034004-92042327  (8,324)            +      frac_match: 0.979
    chr2:90314848-90323168  (8,321)         chrUn_KI270747v1:1378-9685  (8,308)            +      frac_match: 0.974
    chr2:90314848-90323162  (8,315)         chr9:64764536-64772855  (8,320)            +      frac_match: 0.975
    chr2:90314848-90323162  (8,315)         chr9:65250009-65258326  (8,318)            +      frac_match: 0.977
    chr2:90314848-90323162  (8,315)         chr9:65763629-65771952  (8,324)            -      frac_match: 0.977
    chr2:90314848-90323162  (8,315)         chr9_KI270717v1_random:14967-23295  (8,329)            +      frac_match: 0.976
    chr2:90314848-90323187  (8,340)         chr2:94264534-94272859  (8,326)            +      frac_match: 0.977
    chr2:90314849-90320292  (5,444)         chr22:10685170-10690626  (5,457)            +      frac_match: 0.974
    chr2:90324989-90354467  (29,479)        chr2:91448965-91479471  (30,507)           -      frac_match: 0.990
    chr2:91455617-91496927  (41,311)        chr1_KI270712v1_random:7208-54709  (47,502)           +      frac_match: 0.975
    chr2:91479458-91487777  (8,320)         chr2:94264534-94272835  (8,302)            -      frac_match: 0.978
    chr2:91479459-91487777  (8,319)         chr2:91810451-91818766  (8,316)            +      frac_match: 0.979
    chr2:91479459-91487777  (8,319)         chr2:92034004-92042321  (8,318)            -      frac_match: 0.979
    chr2:91479459-91487777  (8,319)         chr9:65250009-65258326  (8,318)            -      frac_match: 0.978
    chr2:91479459-91487777  (8,319)         chr9:65763629-65771952  (8,324)            +      frac_match: 0.978
    chr2:91479459-91487777  (8,319)         chr9_KI270717v1_random:14967-23295  (8,329)            -      frac_match: 0.977
    chr2:91479459-91487777  (8,319)         chrUn_KI270747v1:1378-9679  (8,302)            -      frac_match: 0.975
    chr2:91479468-91487777  (8,310)         chr22:16903701-16912063  (8,363)            -      frac_match: 0.974
    chr2:91482333-91487776  (5,444)         chr22:10685170-10690626  (5,457)            -      frac_match: 0.976
    chr2:91505717-91513779  (8,063)         chr2:91514907-91526973  (12,067)           +      frac_match: 0.978
    chr2:91520895-91559222  (38,328)        chr1_KI270712v1_random:55819-90551  (34,733)           +      frac_match: 0.977
    chr2:91529433-91571442  (42,010)        chr22:22249759-22298083  (48,325)           +      frac_match: 0.970
    chr2:91559501-91571573  (12,073)        chr1_KI270712v1_random:92950-105046  (12,097)           +      frac_match: 0.988
    chr2:91571707-91633849  (62,143)        chr1_KI270712v1_random:114661-176043  (61,383)           +      frac_match: 0.990
    chr2:91687834-91717276  (29,443)        chr7:152211885-152241379  (29,495)           +      frac_match: 0.971
    chr2:91687834-91717276  (29,443)        chr21:10480215-10509543  (29,329)           -      frac_match: 0.977
    chr2:91687834-91776934  (89,101)        chr13:18269873-18357163  (87,291)           -      frac_match: 0.982
    chr2:91724618-91729792  (5,175)         chr10:125919332-125924546  (5,215)            +      frac_match: 0.970
    chr2:91724618-91729792  (5,175)         chrY:56861564-56866758  (5,195)            -      frac_match: 0.972
    chr2:91724618-91729793  (5,176)         chrUn_GL000216v2:121869-127013  (5,145)            +      frac_match: 0.972
    chr2:91729588-91738168  (8,581)         chr22:21227675-21236467  (8,793)            -      frac_match: 0.974
    chr2:91729588-91738168  (8,581)         chr22_KI270731v1_random:58969-67760  (8,792)            +      frac_match: 0.974
    chr2:91729588-91738168  (8,581)         chr22_KI270734v1_random:19054-27873  (8,820)            -      frac_match: 0.974
    chr2:91729608-91738168  (8,561)         chr22:18793343-18801992  (8,650)            -      frac_match: 0.975
    chr2:91768320-91776914  (8,595)         chr22:24602425-24612079  (9,655)            +      frac_match: 0.972
    chr2:91776660-91782775  (6,116)         chr13:18259710-18265768  (6,059)            -      frac_match: 0.974
    chr2:91776865-91782775  (5,911)         chr22:18779955-18785878  (5,924)            -      frac_match: 0.974
    chr2:91782775-91839801  (57,027)        chr9:40620353-40677933  (57,581)           -      frac_match: 0.972
    chr2:91782775-91839801  (57,027)        chr9:63419577-63477334  (57,758)           -      frac_match: 0.972
    chr2:91784264-91839801  (55,538)        chr9:64743564-64800000  (56,437)           -      frac_match: 0.973
    chr2:91786587-91839801  (53,215)        chr9:65229063-65281495  (52,433)           -      frac_match: 0.977
    chr2:91786587-91839801  (53,215)        chr9:65740028-65792923  (52,896)           +      frac_match: 0.976
    chr2:91786587-91808009  (21,423)        chr9:43282967-43304276  (21,310)           -      frac_match: 0.979
    chr2:91786587-91839800  (53,214)        chr2:92012935-92066204  (53,270)           -      frac_match: 0.997
    chr2:91786587-91820131  (33,545)        chrUn_KI270747v1:1-32854  (32,854)           -      frac_match: 0.979
    chr2:91793858-91833746  (39,889)        chr9_KI270717v1_random:1-40060  (40,060)           -      frac_match: 0.977
    chr2:91808336-91815354  (7,019)         chr9:43274936-43281314  (6,379)            -      frac_match: 0.974
    chr2:91810421-91818766  (8,346)         chr1_KI270712v1_random:31687-40020  (8,334)            +      frac_match: 0.977
    chr2:91810438-91839801  (29,364)        chr2:94243576-94272847  (29,272)           -      frac_match: 0.984
    chr2:91810460-91839813  (29,354)        chr22:16882717-16912063  (29,347)           -      frac_match: 0.977
    chr2:91813322-91839799  (26,478)        chr22:10663879-10690626  (26,748)           -      frac_match: 0.976
    chr2:91819823-91839817  (19,995)        chr21:8686710-8706715  (20,006)           -      frac_match: 0.974
    chr2:91820252-91839800  (19,549)        chr9:43250759-43270903  (20,145)           -      frac_match: 0.978
    chr2:91824668-91839817  (15,150)        chr10:38768315-38783421  (15,107)           -      frac_match: 0.971
    chr2:91828342-91839801  (11,460)        chr9:63008372-63019797  (11,426)           +      frac_match: 0.976
    chr2:91840335-91896981  (56,647)        chr16_KI270728v1_random:624229-680465  (56,237)           +      frac_match: 0.971
    chr2:91840335-91919199  (78,865)        chr16:32400001-32478528  (78,528)           -      frac_match: 0.971
    chr2:91865141-91920930  (55,790)        chr10:42244267-42295125  (50,859)           -      frac_match: 0.973
    chr2:91978854-92066544  (87,691)        chr9:65197117-65281837  (84,721)           +      frac_match: 0.971
    chr2:91978854-92066544  (87,691)        chr9:65739686-65824586  (84,901)           -      frac_match: 0.970
    chr2:91978855-92042334  (63,480)        chr2:94209638-94272847  (63,210)           +      frac_match: 0.973
    chr2:91996799-92032512  (35,714)        chr9:43236168-43270903  (34,736)           +      frac_match: 0.976
    chr2:91997218-92042312  (45,095)        chr22:16866989-16912063  (45,075)           +      frac_match: 0.975
    chr2:92019018-92058920  (39,903)        chr9_KI270717v1_random:1-40060  (40,060)           +      frac_match: 0.977
    chr2:92032633-92042515  (9,883)         chrUn_KI270747v1:1-9899  (9,899)            +      frac_match: 0.980
    chr2:92034004-92042351  (8,348)         chr1_KI270712v1_random:31687-40020  (8,334)            -      frac_match: 0.978
    chr2:92037416-92044436  (7,021)         chr9:43274936-43281314  (6,379)            +      frac_match: 0.974
    chr2:92044763-92073741  (28,979)        chr9:43282967-43311710  (28,744)           +      frac_match: 0.975
    chr2:92051677-92066204  (14,528)        chr10:42119789-42136768  (16,980)           +      frac_match: 0.972
    chr2:94185479-94293015  (107,537)       chr9:63362187-63470450  (108,264)          +      frac_match: 0.973
